Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Address,Cross Street,Location
190815469,2019-08-21,2200.0,8,West LA,842,66,M,B,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,WILSHIRE                     BL,FEDERAL                      AV,"(34.0508, -118.4592)"
5740475,2019-09-08,40.0,9,Van Nuys,933,36,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,KESTER,ERWIN,"(34.1837, -118.4575)"
5743493,2019-09-11,1210.0,20,Olympic,2062,27,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,3300    COUNTRY CLUB                 DR,,"(34.0494, -118.3145)"
5735767,2019-09-03,350.0,3,Southwest,374,29,M,B,22.0,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,ARLINGTON,KING,"(34.0148, -118.3222)"
190414451,2019-09-02,1350.0,4,Hollenbeck,464,51,M,H,18.0,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,2200 E  1ST                          ST,,"(34.0444, -118.2125)"
190218095,2019-09-08,2045.0,2,Rampart,246,29,M,H,17.0,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,300 S  WESTLAKE                     AV,,"(34.0625, -118.2714)"
190916563,2019-09-02,1140.0,9,Van Nuys,914,37,M,B,17.0,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,VAN NUYS                     BL,SHERMAN                      WY,"(34.2012, -118.4487)"
5740632,2019-09-08,729.0,8,West LA,813,23,F,O,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SAN DIEGO                    FY,SUNSET                       BL,"(34.0728, -118.4667)"
5743823,2019-09-11,2041.0,1,Central,191,32,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HOLLYWOOD                    FY,HOLLYWOOD                    BL,"(34.0388, -118.2717)"
5742020,2019-09-09,2225.0,11,Northeast,1124,42,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,100 N  ISABEL                       ST,,"(34.1179, -118.2451)"
5739471,2019-09-06,2045.0,3,Southwest,318,24,M,H,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,25TH                         ST,VERMONT                      AV,"(34.0336, -118.2915)"
5741293,2019-09-09,6.0,6,Hollywood,625,46,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VENTURA                      BL,LANKERSHIM                   BL,"(34.1131, -118.341)"
5745757,2019-09-13,1940.0,20,Olympic,2083,46,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,WESTERN,VENICE,"(34.0436, -118.309)"
5745041,2019-09-13,212.0,11,Northeast,1173,44,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,GLENDALE                     FY,GLENDALE                     BL,"(34.0917, -118.2583)"
5744204,2019-09-12,145.0,2,Rampart,246,32,M,H,16.0,Narcotic Drug Laws,F,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,600 S  ALVARADO                     ST,,"(34.0596, -118.2749)"
5742118,2019-09-10,233.0,10,West Valley,1018,40,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,GLORIA,VALERIO,"(34.2048, -118.4793)"
5742971,2019-09-10,2150.0,9,Van Nuys,923,55,M,H,22.0,Driving Under Influence,M,21200.5VC,DUI ALCOHOL/DRUGS ON BICYCLE,VAN NUYS,HAYNES,"(34.1897, -118.4487)"
5745781,2019-09-13,1815.0,20,Olympic,2099,19,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,WASHINGTON,HOOVER,"(34.0399, -118.2841)"
190122719,2019-09-06,1830.0,1,Central,158,53,F,B,17.0,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,6TH,GLADYS,"(34.0403, -118.2421)"
5745866,2019-09-13,2130.0,19,Mission,1975,31,M,H,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,WOODMAN,S  NORDHOFF,"(34.2353, -118.4404)"
5744945,2019-09-13,1.0,16,Foothill,1681,22,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,ROSCOE,HOLLYWOOD                    FY,"(34.2217, -118.41)"
190618679,2019-09-07,1420.0,6,Hollywood,678,21,M,H,18.0,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,SERRANO,ROMAINE,"(34.0885, -118.3064)"
190218079,2019-08-29,1820.0,2,Rampart,265,44,M,H,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,800 S  ALVARADO                     ST,,"(34.0549, -118.2778)"
5745896,2019-09-13,2225.0,20,Olympic,2081,57,F,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VENICE,WESTERN,"(34.0436, -118.309)"
190122616,2019-09-05,955.0,1,Central,162,34,M,H,17.0,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,600 W  9TH                          ST,,"(34.0462, -118.2585)"
5741355,2019-09-09,250.0,14,Pacific,1414,33,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LINCOLN                      BL,INDIANA                      BL,"(33.9993, -118.4636)"
5745823,2019-09-13,2013.0,13,Newton,1395,21,M,H,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,FLORENCE,CENTRAL,"(33.9748, -118.2564)"
5744836,2019-09-12,2020.0,18,Southeast,1842,42,M,B,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,IMPERIAL,MAIN,"(33.931, -118.2739)"
191419837,2019-09-02,1220.0,14,Pacific,1431,29,F,O,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,OCEAN FRONT                  WK,18TH                         AV,"(33.9858, -118.4727)"
5744810,2019-09-12,2040.0,10,West Valley,1011,51,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SATICOY,TAMPA,"(34.2084, -118.5535)"
5744926,2019-09-12,2252.0,6,Hollywood,678,46,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,OXFORD,MELROSE,"(34.0835, -118.3078)"
190815465,2019-09-06,1730.0,8,West LA,842,68,M,W,18.0,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,WILSHIRE,BARRY,"(34.0501, -118.4601)"
190218015,2019-09-07,1840.0,2,Rampart,202,39,M,H,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,3RD                          ST,BURLINGTON,"(34.0888, -118.2881)"
190218017,2019-09-07,1830.0,2,Rampart,256,41,M,B,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,6TH                          ST,BURLINGTON,"(34.0579, -118.2711)"
190218068,2019-09-07,1640.0,2,Rampart,269,32,M,H,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,1500    CAMBRIA                      ST,,"(34.0523, -118.2699)"
190122833,2019-09-10,1330.0,1,Central,158,57,F,B,17.0,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,7TH,CERES,"(34.0377, -118.2425)"
5743959,2019-09-12,211.0,10,West Valley,1041,45,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,TAMPA                        BL,VENTURA                      FY,"(34.1737, -118.5535)"
5745788,2019-09-13,1940.0,15,N Hollywood,1504,31,M,H,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,RADFORD,RUNNYMEDE,"(34.2058, -118.3921)"
5741209,2019-09-08,2245.0,15,N Hollywood,1503,30,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SATICOY,LAUREL GROVE,"(34.2003, -118.4002)"
5746119,2019-09-14,315.0,14,Pacific,1487,37,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,WESTCHESTER                  PY,WILLRODGERS                  ST,"(33.9575, -118.3916)"
5740426,2019-09-07,2240.0,14,Pacific,1443,35,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VENICE,WALGROVE,"(33.9973, -118.4464)"
5744919,2019-09-12,2330.0,18,Southeast,1842,32,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,IMPERIAL,MAIN,"(33.931, -118.2739)"
5745482,2019-09-13,911.0,13,Newton,1391,55,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,64TH                         ST,BROADWAY,"(33.9814, -118.2783)"
191419736,2019-09-05,1705.0,14,Pacific,1431,28,M,B,18.0,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,CLUBHOUSE,OCEAN FRONT                  WK,"(33.988, -118.4703)"
191318398,2019-09-08,1535.0,13,Newton,1307,53,M,B,17.0,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,AGATHA,SAN PEDRO,"(34.0395, -118.248)"
190122931,2019-09-11,1725.0,1,Central,154,63,F,B,17.0,Liquor Laws,I,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,5TH,MAIN,"(34.0467, -118.2485)"
191916389,2019-09-10,1600.0,19,Mission,1916,45,M,H,17.0,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,BORDEN,ASTORIA,"(34.3075, -118.4432)"
5743136,2019-09-11,235.0,10,West Valley,1065,28,F,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,WHITE OAK,VENTURA                      FY,"(34.1713, -118.5185)"
190218077,2019-08-27,1655.0,2,Rampart,245,61,M,B,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,2200 W  6TH                          ST,,"(34.0601, -118.2761)"
5734511,2019-09-01,1610.0,19,Mission,1998,31,M,H,22.0,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,ROSCOE                       BL,WAKEFIELD                    AV,"(34.2216, -118.4434)"
5742061,2019-09-09,2330.0,11,Northeast,1102,40,M,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LOS FELIZ,SENECA,"(34.126, -118.2638)"
190218164,2019-09-09,1830.0,2,Rampart,246,56,M,H,17.0,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,MARYLAND,ALVARADO,"(34.0613, -118.2738)"
5740189,2019-09-07,1600.0,12,77th Street,1245,26,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,RAYMOND,66TH                         ST,"(33.9792, -118.2981)"
5742024,2019-09-09,2253.0,14,Pacific,1494,47,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,IMPERIAL                     HY,CALIFORNIA                   AV,"(33.942, -118.4095)"
5745873,2019-09-13,2130.0,16,Foothill,1663,33,M,W,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,BRANFORD,SAN FERNANDO,"(34.2482, -118.4032)"
5743806,2019-09-11,2045.0,15,N Hollywood,1503,38,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LAUREL CANYON                BL,SATICOY                      ST,"(34.2085, -118.3965)"
5740622,2019-09-08,430.0,3,Southwest,326,25,M,B,16.0,Narcotic Drug Laws,F,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,ADAMS,DALTON,"(34.0327, -118.3041)"
190218099,2019-09-08,1530.0,2,Rampart,246,52,M,H,17.0,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,500 S  BONNIE BRAE                  ST,,"(34.0598, -118.2734)"
5741323,2019-09-09,55.0,13,Newton,1383,32,M,H,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,GAGE                         AV,BROADWAY,"(33.9824, -118.2783)"
5744776,2019-09-12,1911.0,21,Topanga,2177,32,F,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VENTURA                      BL,WINNETKA,"(34.174, -118.5888)"
190218022,2019-09-07,1830.0,2,Rampart,256,56,M,O,18.0,Drunkeness,I,41.27CLAMC,DRINKING IN PUBLIC,6TH                          ST,BURLINGTON,"(34.0579, -118.2711)"
191420064,2019-09-05,1605.0,14,Pacific,1452,45,M,O,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,WASHINGTON,OCEAN FRONT                  WK,"(33.9793, -118.4666)"
5740571,2019-09-08,301.0,15,N Hollywood,1553,33,F,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LAUREL CANYON                BL,VENTURA                      FY,"(34.156, -118.3874)"
5740347,2019-09-07,2045.0,4,Hollenbeck,443,21,M,H,23.0,Moving Traffic Violations,I,23224(B)VC,MINOR IN POSS OF ALCOHOL BEVERAGE IN VEH,MARENGO,CORNWELL,"(34.0556, -118.205)"
5746072,2019-09-14,216.0,13,Newton,1373,41,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,GAGE                         AV,CENTRAL                      AV,"(33.9925, -118.2608)"
5745734,2019-09-13,1935.0,13,Newton,1395,44,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FLORENCE,CENTRAL,"(33.9748, -118.2564)"
5741859,2019-09-09,1538.0,1,Central,191,36,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,10                           FY,VERMONT,"(34.0388, -118.2717)"
190218070,2019-09-01,1350.0,2,Rampart,246,31,M,H,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,MARYLAND,ALVARADO,"(34.0613, -118.2738)"
5745801,2019-09-13,1800.0,20,Olympic,2091,51,M,B,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,ARLINGTON,21ST                         ST,"(34.0381, -118.3177)"
5740695,2019-09-08,850.0,16,Foothill,1699,28,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,7700    HOLLYWOOD                    WY,,"(34.2107, -118.3485)"
5740227,2019-09-07,1720.0,4,Hollenbeck,499,33,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,OLYMPIC,INDIANA,"(34.0189, -118.1922)"
5740812,2019-09-08,1635.0,4,Hollenbeck,455,44,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,CORNWELL                     ST,BIRD                         ST,"(34.0508, -118.2078)"
5742966,2019-09-10,2120.0,14,Pacific,1494,25,M,H,18.0,Drunkeness,M,647(F)PC,"DISORD CONDUCT:UI/DRUG, ALCOHOL",400    WORLD                        WY,,"(33.9433, -118.4072)"
5745805,2019-09-13,2047.0,9,Van Nuys,935,25,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FRIAR                        ST,CEDROS                       AV,"(34.1837, -118.4443)"
5743848,2019-09-11,2218.0,10,West Valley,1028,22,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HAYVENHURST,VANOWEN,"(34.1939, -118.4924)"
5744199,2019-09-12,404.0,10,West Valley,1047,55,M,O,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,WHITE OAK,VENTURA                      FY,"(34.1713, -118.5185)"
5733721,2019-08-31,2349.0,9,Van Nuys,906,46,M,W,16.0,Narcotic Drug Laws,F,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,WOODMAN,WYANDOTTE,"(34.206, -118.4445)"
5740559,2019-09-08,225.0,19,Mission,1995,30,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LORNE,VAN NUYS,"(34.2153, -118.4519)"
190618775,2019-09-05,920.0,6,Hollywood,678,42,M,H,18.0,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,MELROSE                      AV,MARATHON,"(34.0864, -118.3059)"
191419838,2019-09-02,1440.0,14,Pacific,1431,59,M,W,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,OCEAN FRONT                  WK,WASHINGTON,"(33.988, -118.4703)"
190122617,2019-09-05,955.0,1,Central,162,30,M,H,17.0,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,600 W  9TH                          ST,,"(34.0462, -118.2585)"
5744806,2019-09-12,1951.0,13,Newton,1323,55,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,25TH,CENTRAL,"(34.0197, -118.2546)"
192115614,2019-09-06,1820.0,21,Topanga,2115,37,M,H,17.0,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,CANOGA                       AV,ROSCOE                       BL,"(34.2198, -118.5975)"
190815467,2019-09-06,2050.0,8,West LA,883,71,M,W,18.0,Drunkeness,I,41.27CLAMC,DRINKING IN PUBLIC,COTNER,PICO,"(34.0362, -118.4367)"
190218018,2019-09-07,1520.0,2,Rampart,251,57,M,H,18.0,Drunkeness,I,41.27CLAMC,DRINKING IN PUBLIC,6TH                          ST,CORONADO,"(34.062, -118.2804)"
5741281,2019-09-08,2344.0,11,Northeast,1145,52,M,O,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FLETCHER                     DR,GLENDALE                     BL,"(34.1049, -118.2592)"
5744944,2019-09-12,2157.0,1,Central,191,23,M,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HOLLYWOOD                    FY,UNIVERSAL                    BL,"(34.0388, -118.2717)"
190815461,2019-09-08,2015.0,8,West LA,842,59,M,W,18.0,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,BARRY,WILSHIRE,"(34.0477, -118.4581)"
5743360,2019-09-11,800.0,4,Hollenbeck,451,20,F,H,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,MISSION                      ST,101 FY,"(34.0526, -118.2266)"
190320627,2019-09-07,1530.0,3,Southwest,325,19,M,W,17.0,Liquor Laws,M,25662(A)BP,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,1300 W  29TH                         ST,,"(34.0307, -118.2923)"
5737498,2019-09-04,1710.0,17,Devonshire,1705,66,M,W,22.0,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,SAN FERNANDO                 RD,BALBOA,"(34.3201, -118.4972)"
190414450,2019-09-02,1350.0,4,Hollenbeck,464,35,F,H,18.0,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,1ST,CHICAGO,"(34.0444, -118.2125)"
5741240,2019-09-08,2130.0,12,77th Street,1207,54,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,4700 S  VERMONT                      AV,,"(34.0005, -118.2915)"
5734073,2019-09-01,325.0,15,N Hollywood,1532,58,F,H,22.0,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,LAUREL CANYON                BL,BURBANK,"(34.1722, -118.3965)"
5740410,2019-09-07,2030.0,14,Pacific,1443,23,M,B,22.0,Driving Under Influence,M,21200.5VC,DUI ALCOHOL/DRUGS ON BICYCLE,VENICE,LOUELLA,"(33.9969, -118.4474)"
5745815,2019-09-13,2130.0,6,Hollywood,646,49,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HIGHLAND,SELMA,"(34.0997, -118.3387)"
190218067,2019-09-07,1640.0,2,Rampart,269,28,M,H,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,1500    CAMBRIA                      ST,,"(34.0523, -118.2699)"
5741255,2019-09-08,2105.0,9,Van Nuys,948,19,M,O,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,ALBERS,GREENBUSH,"(34.1703, -118.4257)"
191419833,2019-09-02,1550.0,14,Pacific,1451,24,M,B,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,OCEAN FRONT                  WK,29TH,"(33.9695, -118.4606)"
191419737,2019-09-05,1730.0,14,Pacific,1431,43,M,W,18.0,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,OCEAN FRONT                  WK,CLUBHOUSE,"(33.988, -118.4703)"
5740567,2019-09-08,110.0,21,Topanga,2136,30,F,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,ETON                         AV,SHERMAN                      WY,"(34.201, -118.5955)"
191916390,2019-09-10,1600.0,19,Mission,1916,58,M,H,17.0,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,BORDEN,ASTORIA,"(34.3075, -118.4432)"
5743875,2019-09-11,2325.0,19,Mission,1962,33,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,NOBLE,PLUMMER,"(34.2427, -118.4609)"
5741039,2019-09-08,1730.0,15,N Hollywood,1515,33,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HART,LANKERSHIM,"(34.1976, -118.3878)"
5742133,2019-09-10,105.0,9,Van Nuys,946,28,F,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,5800    HAZELTINE                    AV,,"(34.1758, -118.44)"
5744924,2019-09-12,2302.0,18,Southeast,1842,19,M,B,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,IMPERIAL,MAIN,"(33.931, -118.2739)"
5744875,2019-09-12,2005.0,19,Mission,1961,55,M,W,22.0,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,15500    NORDHOFF                     ST,,"(34.2427, -118.4702)"
190218071,2019-09-01,1350.0,2,Rampart,246,33,M,H,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,MARYLAND,ALVARADO,"(34.0613, -118.2738)"
5741292,2019-09-09,10.0,12,77th Street,1211,54,M,B,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,SLAUSON                      AV,2ND                          AV,"(33.9891, -118.3196)"
5740342,2019-09-07,2020.0,1,Central,192,66,M,B,18.0,Drunkeness,M,647(F)PC,"DISORD CONDUCT:UI/DRUG, ALCOHOL",PICO,GRAND,"(34.0389, -118.2643)"
5744858,2019-09-12,2145.0,18,Southeast,1842,24,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,IMPERIAL,MAIN,"(33.931, -118.2739)"
5739179,2019-09-06,1410.0,2,Rampart,247,35,M,H,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,6TH                          ST,WESTLAKE                     AV,"(34.0596, -118.2701)"
190218014,2019-09-07,1850.0,2,Rampart,256,41,M,B,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,BURLINGTON                   ST,6TH                          ST,"(34.0564, -118.2725)"
5744984,2019-09-13,45.0,17,Devonshire,1749,64,M,W,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,CHATSWORTH                   ST,GAYNOR                       AV,"(34.2647, -118.4826)"
190815453,2019-09-05,2000.0,8,West LA,851,25,M,H,17.0,Liquor Laws,I,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,BROCKTON,SANTA MONICA,"(34.0398, -118.4598)"
5745831,2019-09-13,2022.0,13,Newton,1395,24,F,B,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,CENTRAL,FLORENCE,"(33.9748, -118.2564)"
5741348,2019-09-09,115.0,12,77th Street,1241,45,F,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,63RD,WESTERN                      AV,"(33.9821, -118.3318)"
190218078,2019-08-29,1455.0,2,Rampart,265,35,M,O,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,ALVARADO,8TH,"(34.0549, -118.2778)"
5740539,2019-09-08,145.0,3,Southwest,363,32,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,CRENSHAW,COLISEUM,"(34.0183, -118.3354)"
5742102,2019-09-10,51.0,18,Southeast,1841,26,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FIGUEROA,111TH                        PL,"(33.9339, -118.2826)"
5744275,2019-09-12,850.0,9,Van Nuys,935,31,M,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,14400    ERWIN                        ST,,"(34.1837, -118.4465)"
190218165,2019-09-09,1645.0,2,Rampart,246,22,F,H,17.0,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,500 S  BONNIE BRAE                  ST,,"(34.0598, -118.2734)"
5745676,2019-09-13,1756.0,20,Olympic,2081,52,M,H,22.0,Driving Under Influence,M,21200.5VC,DUI ALCOHOL/DRUGS ON BICYCLE,18TH                         ST,GRAMERCY,"(34.0418, -118.313)"
5745794,2019-09-13,2025.0,15,N Hollywood,1503,50,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LAUREL CANYON,VALERIO,"(34.2058, -118.3965)"
5741111,2019-09-08,1810.0,3,Southwest,334,35,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,CRENSHAW,JEFFERSON,"(34.0256, -118.3351)"
5740574,2019-09-08,418.0,3,Southwest,358,28,F,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,EXPOSITION                   BL,HARBOR                       FY,"(34.0215, -118.2868)"
5745921,2019-09-13,2215.0,20,Olympic,2083,20,M,H,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,WESTERN,VENICE,"(34.0436, -118.309)"
5744844,2019-09-12,2100.0,18,Southeast,1844,18,F,H,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,SAN PEDRO,LANZIT                       AV,"(33.9345, -118.2623)"
5742135,2019-09-10,347.0,19,Mission,1961,41,F,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,NORDHOFF                     ST,E  SAN DIEGO                    FY,"(34.2356, -118.4729)"
5741063,2019-09-08,1745.0,16,Foothill,1621,38,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VAN NUYS,REMICH,"(34.2627, -118.4347)"
5740352,2019-09-07,2200.0,16,Foothill,1653,43,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,OSBORNE,SAN FERNANDO,"(34.2542, -118.4095)"
